Hospital Name,Link,State,Address,"""Always"" quiet at night","""Usually"" quiet at night","Room was ""always"" clean","Room was ""usually"" clean","Patients ""always"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted","Doctors ""always"" communicated well","Doctors ""usually"" communicated well","Nurses ""always"" communicated well","Nurses ""usually"" communicated well","Staff ""always"" explained","Staff ""usually"" explained",Summary,Review Counts,Experience,Billing,Quality of Care,Other,Timeliness,Average Rating
Highland Hospital,https://www.yelp.com/biz/highland-hospital-rochester,NY,1000 South Avenue,53,33,66,24,62,28,82,14,80,17,61,20,"It's my first time being admitted to this hospital and after this experience I'd rather drive to another hospital next time




Editing this review because it was regarding the night shift , come 6 am it turned into a 5 star experience ,2-3 amazing doctors on board , excellent care from the nurses I actually had a great day they took really good care of me and I was really disappointed they had to leave and end their shift fast forward to night time when the shift ended it's been 1 hour and 45 mins and nobody has checked on me yet that's how the whole night goes you're just left for dead , in the daytime several people who are all very pleasant and warm check on you to make sure you're comfortable and have everything you need .SPLITWas welcomed by ER tech who took my history and reassured me from the first minute that i would be ok. And was taking into the ER and was greeted by over the top unbelievable Dr.'s , Pa's and nurses assits so well i was in awe this made my first time experience in a hospital so calming to see how honest hey were with me and explained every test before doing it, took blood work, took time to ask me thorough questions an answered all my questions and made me feel that i was in the best hands.SPLITThe staff here, security, service reps, receptionists, etc are pretty courteous and nice for the most part.SPLITPatients are sick, scares, frustrated and this doesn't help.SPLITA couple of the ER doctors are really nasty, have no bedside manner and are just flat out incompetent.SPLITThe attending physical told me it would be added on the death certificate but would not be primary reason for death.SPLIT1444",162,0,0,0,0,29.82456140350877,2.5
Nyu Winthrop Hospital,https://www.yelp.com/biz/nyu-winthrop-hospital-mineola,NY,259 First Street,41,39,75,18,59,27,78,17,80,15,62,17,"Couldn't ask for any better.SPLITSPLITSPLITIf I could give negative stars, I would give them.SPLITIf I could give negative stars I would.SPLITThey got a sonogram machine to look at the fetus and I knew everything was okay with it, I knew it was pain elsewhere.SPLIT32",4,0,0,0,0,10.0,2.87
Mount Sinai Beth Israel,https://www.yelp.com/biz/mount-sinai-beth-israel-new-york-4,NY,First Avenue At 16Th Street,51,33,66,25,52,30,75,18,72,21,48,23,"When an establishment cares that much about making guys who work for free or under $11 an hour feel a little bit better about themselves, it shows you exactly how they're going to care for your family.SPLITOn both occasions care was provided at a very high level, both by the attending physicians and by the nursing staff...there were a couple of nurses there that night who brought such a humor and love to a bunch of folks who needed it in their hour of need.SPLITI don't know why Mather could not give him anything but an urgent care dr was able to help him without all of the costly testing.SPLITMy daughter died last weekend and it kills me that she was still suffering horribly with her psych.SPLITThey put a block on his room so he would have no roommate to freak out when he died.SPLITER WORST NURSES Ever so rude was there with my mom yesterday on 08/10/18 got there around 10am place was not packed think god.SPLIT1102",128,0,0,0,0,24.23469387755102,2.331460674157303
Cortland Regional Medical Center,https://www.yelp.com/biz/guthrie-cortland-medical-center-cortland,NY,134 Homer Avenue,47,36,74,18,61,29,74,20,73,22,53,20,"The only good thing was our lovely nurse that assisted my wife to the best of her capacity due to few nurses and max patiences.SPLITIf anyone is getting pregnant for the first time, please please please stay away from this hospital.SPLITIf u get a good doctor u r lucky and if u don't thats it.. Time to switch the hospital.SPLITI don't understand how they hire such unprofessional stupid receptions????SPLITMissed work for 3 days just to get a run around from them finally prescribing the wrong medication ,which made me ill.SPLITBtw the billing tellers are very rude to the point that they will literally scream if you ask them a simple question.SPLIT80",6,0,0,0,0,28.947368421052634,2.75
Va New York Harbor Healthcare System - Ny Div.,https://www.yelp.com/biz/va-ny-harbor-healthcare-system-new-york,NY,423 East 23Rd Street,54,31,69,24,64,24,78,16,73,21,60,20,"Coincidentally there happened to be an Asian nurse who popped out with a wheelchair, probably thinking I might need translation help if I didn't know English as an Asian woman.SPLITSPLITSPLITIt's heartbreaking that I couldn't trust a hospital in the U S of A.SPLITAt the hospital, the front desk first refused us b/c we were not on time, then we told them we're due tomorrow, they changed their tune and so gave us a spot.SPLITSPLIT43",1,0,0,0,0,71.42857142857143,2.5217391304347827
Samaritan Hospital,https://www.yelp.com/biz/samaritan-hospital-troy,NY,2215 Burdett Avenue,43,37,61,25,56,30,72,21,75,19,57,18,"They would come in almost every hour to change and clean my father as needed, made sure he was comfortable and answered any questions that they could and questions they couldn't answer, they would page the doctor.SPLITIt was lovely to be treated in such a respectful way.SPLITWhile my father was under their care, it was always easy to find the doctor who would come and spend time with us to understand his health condition.SPLITThe waiting room was nasty and the ER was nasty to.SPLITThe two people who said they abuse the elderly are right.SPLITThe worst service ever.SPLIT81",10,0,0,0,0,26.31578947368421,2.7777777777777777
Glen Cove Hospital,https://www.yelp.com/biz/glen-cove-hospital-glen-cove-2,NY,101 St Andrews Lane,51,33,80,16,59,29,79,16,78,17,63,18,"Wow, wow, wow!SPLITI learned so much about taking care of my baby after labor and it felt reassuring to be in a place that is focused on patient care.SPLITGood luck trying to get a good night's sleep there!SPLITThe doctors will truly regret having wrong kids and adults in the emergency and psych ward, all a mother's bad wishes should go to such people.SPLITIneffective comes nowhere near describing the chaos & frustration that permeate every aspect of this place.SPLITMaimonides Medical Center is supposed to be the best hospital in Brooklyn but the employees here were absolutely awful (impatient, rude, unhelpful, and condescending).SPLIT668",45,0,0,0,0,27.75330396475771,4.0588235294117645
"St Francis Hospital, Roslyn",https://www.yelp.com/biz/st-francis-hospital-roslyn,NY,100 Port Washington Boulevard,52,35,75,18,71,23,81,15,87,11,66,17,"She seems to be getting better with how they decided to help her, so I'm happy.SPLITLet me just say a few words about the room and hospital itself; it was SUPER clean, I mean, I could walk barefoot from my bed to the bathroom in my room, I don't think I have done this in a 5 star hotel.SPLITOnly an hour and a half

Plus, my parents had wonderful care while being admitted for a few days or weeks.SPLITHe was very sick, and while his condition was no one's fault, the treatment he received there made our grieving process so much worse than it needed to be.SPLITWorst worst worst ER for babies.SPLITDelivered my son there (New Mom)I got sent home twice and I lived far away when I did get admitted I felt rushed the whole time then finally  had a C- section which got infected a week later my son got his Circumcision there and he was cut  and the tape  they used to put on him hurt him and took days to come off  The ER is horrible I went for my incision opening  and people were so nasty to me only one nice girl pushed me in a wheel chair to labor and delivery because no one wanted to help me and I was in a lot of pain.They don't even give you your child's blood type.SPLIT1642",150,0,0,0,0,25.99337748344371,3.523809523809524
Montefiore New Rochelle Hospital,https://www.yelp.com/biz/montefiore-new-rochelle-hospital-new-rochelle,NY,16 Guion Place,51,32,63,23,59,25,77,17,71,20,56,16,"I would highly recommend this hospital to anyone interested in giving birth here.SPLITI was visiting the area and took my 1 year old daughter to the URGENT CARE because she had a mild fever that wouldn't break.SPLITAside from above, the actual care for patients is good.SPLITI don't know what happened to this hospital, I'm also not sure what happened to common decency, but if you're gonna need to have a surgery I wouldn't recommend this facility and I did speak to others who had horror stories from this place and will never return.SPLITYou are the worst, most unprofessional ""social worker"" I ever seen.SPLITThis is OBSCENE!SPLIT226",22,0,0,0,0,30.303030303030305,2.2222222222222223
John T Mather Memorial Hospital  Of Port Jefferson,https://www.yelp.com/biz/mather-hospital-port-jefferson,NY,75 North Country Road,51,32,78,17,74,18,78,17,80,15,67,16,"While I am certain there are some good health care professionals there, they were not in attendance for my occurrence.SPLITHad a couple nurses who were way too intrusive and annoying with their desire to make conversation (talking to me and joking about me vomitting during contractions wasn't helping.. way to respect a woman giving birth!)SPLITSeptember 16 2016 Wish I choose different hospital for deliver my beautiful baby boy .SPLITPatients on stretchers in the hall corridor..some staff walking around cracking jokes..im LITTERLY I'M TEARS  writing this review...the rns where veryyyyy cold and rude...my mom couldn't urinate laying down so me and my sister helped her and held her the rn came bursting into the room confronted us treathen to get us kicked out because we took mom off the bed..then another rn came in I believe she was the BOSS""THERE ..she was so rude and argumentitive..with us...we kept asking is mom ok will she be ok..nobody knows nothing..test where done everything was negative.SPLITAll the labor and delivery nurses were terrible and didn't believe me when I needed to push so they let me sit through excruciating pain, the attending obgyn was nasty, when I got up to the recovery floor, I was expecting it to be better, it was not at all, not 1 nurse ever came In to check on me, when I asked for something it would take them at least an hour to get it, my food trays were never taken out of my room, the garbage was over flowing, my husband had to help me to the bathroom because none of the nurses were ever around.SPLITI have literally been waiting in the Emergency waiting room for more than three hours in severe pain, people that have been waiting for hours are walking out ,others have been waiting for five hours!!SPLIT297",30,0,0,0,0,21.73913043478261,2.548387096774193
Mount St Mary's Hospital And  Health Center,https://www.yelp.com/biz/mount-st-marys-hospital-of-niagara-falls-lewiston,NY,5300 Military Road,53,36,69,21,57,32,75,21,77,18,57,22,"I won't state what happened with myself but can say the staff treated me like a family member!SPLITBut I trust Weill Cornell for everything.SPLITMy baby was born exactly one week ago today and I actually lucked out when none of the doctors from my OB group were at the hospital.SPLITNot very happy was going to Winthrop hospital but wasn't getting the right attention so thought it was time to try some where else guess not got here at 9:30am still here at 11:00 pm and finally saw someone that told me they can't help me so I got the run around all day they had no clue how to treat me and I an pissed off right now that I will wind up back at Winthrop hospital again tomorrowSPLITBABY, CANCER, BROKEN LEG...you name it.SPLITDifficult to believe that the extra profit they are ekeing out of the MRI justifies the cost and risk of 2 extra/unnecessary days in the hospital for patients such as my relative, but I guess the hospital gets paid either way and both ways, so it's someone else's problem.SPLIT74",8,0,0,0,0,40.0,3.0
Glens Falls Hospital,https://www.yelp.com/biz/glens-falls-hospital-glens-falls,NY,100 Park Street,50,35,76,17,66,27,83,14,82,15,64,19,"I don't know why this hospital has bad reviews but I loved my experience from the second I stepped in to when I walked out everyone was nice and ready to give me directions, doctor took his time with me and answered all my questions.SPLITI have always been able to walk into LIJ and walk out alive and that goes for everyone I tend to visit as well so in that respect, the hospital has never disappointed me.SPLITEveryone else that was in the waiting room was seen before me, some of them were clearly not emergent since they were laughing loudly and having a good time in the waiting room.SPLITHorrible and disgusting place, the amount of ignorance they have for the patients makes me think of how retarded they are.SPLITNasty attitudes, nasty people I just hate this hospital.SPLITThere was a bloody towel on the floor, dirty sheets on the chair, bloody instruments in a container on the table and a dirty matt on the floor at the end of the bed.SPLIT580",64,0,0,0,0,22.916666666666664,2.391304347826087
Flushing Hospital Medical Center,https://www.yelp.com/biz/flushing-hospital-medical-center-flushing,NY,45Th Avenue And Parsons Boulevard,44,35,65,25,51,33,68,24,65,26,52,22,"I went Easter afternoon because I felt something like my water gushing out, praise the Lord that wasn't the case though.SPLITPLEASE PLEASE PLEASE don't take your loved ones here.SPLITand went back to work because it was clear that I would have to first code in order to receive care.SPLITHorrible service been in the er for over 15 hrs they talking about surgery but yet told me for what although i ordered food i was told not to eat or drink mind u ive been here more than half the day now night into morning and nobody has told me anything i called patients relations only to be put on hold for the rest of the time i was in the er truely sad when u in pain but doctors are too busy talking about their vacations to help came at 4pm its now going on 6 amSPLITHaving been to Coney Island in previous such desperate times, I really, really hate this bitch-ass place.SPLITReceptionist in the ER was extremely rude and obnoxious.SPLIT459",46,0,0,0,0,25.748502994011975,2.3908045977011496
Maimonides Medical Center,https://www.yelp.com/biz/maimonides-medical-center-brooklyn-21,NY,4802 Tenth Avenue,43,36,55,30,44,33,73,20,62,28,51,22,"This place might be close but their communication standards are so poor that I think your loved one would be better cared for an hour or more away with you visiting less frequently but with a better care team.SPLITThis place might be close but their communication standards are so poor that I think your loved one would be better cared for an hour or more away with you visiting less frequently but with a better care team.SPLITThis place might be close but their communication standards are so poor that I think your loved one would be better cared for an hour or more away with you visiting less frequently but with a better care team.SPLITi came in the er room  today for 6 hours with a problem i already knew about which last night it incredibly came worst after my room screen was open seeing everyone walk by multiple stabs blood work and promise to get my pain and the unknown problem under control with the pain which i already knew the problem skip ahead they kicked me out of my room to this smelly big waiting room with other people either waiting to be discharge hooked up with ivs or have ivs in it was a uncomfortable hippa privacy i would think violation ( u could hear other peoples discharges) then took to another room with a bed i sat in a chair couldnt go in a bed bc of my pain they love keep that curtain open so everyone can look in 4hours  later  the bed had a sheet with a blood stain jump ahead did more test and after 6 hours told me about my problem i already knew about and couldnt do anything about my problem (basically im holding more blood in my lower belly) and send me off with pain meds which pain is more than that and see my women doc  as i told them right now my women health care has not doing anything other than told me go to the er WORST EXPERIENCE  EVER at least oneida hospital er they do test misdiagnosed  and diagnose  you and send you on your way in 3 hours and keep you in one room the whole timeSPLIT7. a lady died here a few years ago and no one knew she was dead until an hour after she died because she was being neglected.SPLITGhetto patients that want to fight you for no reason, cuss and scream at you and insult you, ghetto staff that curses all the time and doesn't know what they're doing, ghetto staff that talks crap to and about patients, creepy and depressing environment.SPLIT2654",275,0,0,0,0,21.649484536082475,2.053892215568862
Long Island Jewish Medical Center,https://www.yelp.com/biz/long-island-jewish-medical-center-new-hyde-park,NY,270 - 05 76Th Avenue,54,29,66,23,56,30,74,18,73,20,61,17,"Granted they deal with a lot of homeless or drug addicted clients so I dont blame them for loosing it a little but not for nothing no matter how horrible you think your job is at the end of the day you should take a breath and realize you are helping people feel better and that should be enough to at least say your welcome when someone thanks you.SPLITMy treatment was OK, though the care could have been explained better and I received the patient's ""bill of rights"" after the fact.SPLITI've only been here to help family friends, or to visit friends doing rotations/working here.SPLITHOLY CRAP they must all take a course on being as nasty as humanly possible to sick people who dont have the energy to fight back.SPLITRude rude rude extremely horrible staff member.SPLITSee notes and pics: 
-Nurses wearing dirty uniforms 
-Open containers of urine sitting around on floor and cabinet (photos)
-Trash thrown all over on the floor (photos) 
-Filthy environment and equipment (photos) 
-Very long unnecessary wait time due to doctors/nurses personal distractions 
-Administratively very unorganized with careless staff
-Doctor was wearing his dirty uniform inside-out introducing himself as: ""hi- Im the doc around here"" 
-A nurse accidentally dropped a patient's pills on the floor, picked it up, and still gave it to him.SPLIT1137",100,0,0,0,0,26.555023923444978,2.463414634146341
Coney Island Hospital,https://www.yelp.com/biz/nyc-health-hospitals-coney-island-brooklyn,NY,2601 Ocean Parkway,47,31,62,24,56,25,76,16,69,21,53,20,,3,0,0,0,0,33.33333333333333,1.9277108433734942
Canton-Potsdam Hospital,https://www.yelp.com/biz/canton-potsdam-hospital-potsdam,NY,50 Leroy Street,44,37,73,21,64,24,78,18,75,19,67,18,,1,0,0,0,0,0.0,3.5
South Nassau Communities Hospital,https://www.yelp.com/biz/south-nassau-communities-hospital-oceanside-7?start=60,NY,One Healthy Way,50,31,70,21,59,26,74,18,75,18,58,19,"I loved having people treat me like dog poo because they were physicians and therefore extra special.....  Case in point my ""fellow"" physicians cut to the front of whatever line because they are obviously too busy or important to wait in any lines.SPLITKeep your loved ones far far away from this place they mean them no good whatsoever!!SPLITBut we were all pretty much moved with good timing.SPLITNo one in the hospital is to be blamed, it appears, but the way they abuse people's time, for just an obscene amount of money, to do so very little finally ends an abuse of reason.SPLITi hate to think how many homeless, mentally ill, elderly, non-english speaking people have died or been irrevocably damaged by their terrible care.SPLITHorrible ER
Poor staff and waited HOURS for simple exams
Worst experience ever!!!SPLIT507",56,0,0,0,0,31.32530120481928,3.1944444444444446
Metropolitan Hospital Center,https://www.yelp.com/biz/nyc-health-hospitals-metropolitan-new-york,NY,1901 First Avenue,56,27,79,15,53,28,74,19,70,20,49,21,,3,0,0,0,0,40.0,1.975
Northport Va Medical Center,https://www.yelp.com/biz/department-of-veteran-affairs-northport,NY,79 Middleville Road,55,34,62,25,60,28,76,17,74,19,59,16,"I see no African American DOCTORS (just nurses and NOT many compared to ALL Other Ers) I see--no Hasidim--No Latinos--just a sea of pretty white AMERICAN PSYCHOS TYPE LOOKING MALES ewsidents and ultra  pretty white women.SPLITSPLITSPLITNone of them know what they are doing anymore.....God forbid, you get sick!!!SPLITEmergency Room is horrible!SPLITA man screamed and died in the room next to her while she sat, waiting for no-one-could-really-say, without sleep.SPLIT89",8,0,0,0,0,23.333333333333332,3.375
Kingsbrook Jewish Medical Center,https://www.yelp.com/biz/kingsbrook-jewish-medical-center-brooklyn,NY,585 Schenectady Avenue,55,29,68,20,52,23,79,13,75,15,59,15,"Have been back several times for ongoing treatment of a close relative and the standard of care continues to be very good and above what we have experienced at other area hospitals.SPLITIf you can negotiate your way past the front desk and see your doctor, thats great.SPLITI was also wonderfully treated there.SPLITHowever; the main reason why I'm downgrading my rating to four stars is because there were a few nasty nurses & a nasty PCT, and an *incredibly* nasty woman from Dietary who I had to contend with on many days, and there were also several screw-ups re: various matters (the latter was primarily the fault of nurses).SPLITThey didn't even have the decency to offer her a glass of water in the several hours she was there, they just sent her out on 90 degree day crying, alone and feeling horrible.SPLITNew York University Emergency Room


Satisfaction rating: 0  
It is my opinion as an RN who actually once worked in this hospital that the emergency room at this hospital is TERRIBLE.SPLIT304",28,0,0,0,0,26.5625,2.1875
Kings County Hospital Center,https://www.yelp.com/biz/nyc-health-hospitals-kings-county-brooklyn,NY,451 Clarkson Avenue,46,31,65,20,43,27,75,18,65,21,57,15,"Went in for Child Birth

I really want to give this place 1 star but the medical staff here was pretty good.SPLITNEXT STEP TO HELP SAVE MOM- Paying a visit to the chairs of the various departments, admin., pt.SPLITI can't speak for anything except the orthopedic area on the 8th floor, but I kid you not when I say that this was one of the best hospital experiences of my life.SPLITIt's never okay to see your family suffer and go through something as bad as cancer.SPLITNot the greatest way to start off parenthood, exhausted and uncomfortable from lack of sleep in the hospital.SPLITCare is slow and uncoordinated... terrible when you are trying to confirm a cancer diagnosis and time is critical.SPLIT352",35,0,0,0,0,30.693069306930692,1.6941176470588235
Crouse Hospital,https://www.yelp.com/biz/crouse-hospital-syracuse-5,NY,736 Irving Avenue,39,38,60,26,51,32,74,21,72,22,56,19,"I was under their OBGYN care, I delivered my first son there and I had three emergency room visits thereafter, unrelated to my birth, in the last two years; all under their care because I trust them and feel safe in their hands.SPLITIf not for the overcrowding and long wait for a room this would have been a 5 star review from me, but NYU needs to figure out a better way to take care of this situation.SPLITThe waiting times are a bit longer than other drs I have seen in the city but the attentiveness of the staff and willingness to help with your situation makes up for the waiting.SPLITSo many things about that visit are shocking, but the fact that they let me go is the worst.SPLITMy poor review is based mostly on the incompetence of a PA and the attending.SPLITThe worst hospital!!!!!SPLIT354",40,0,0,0,0,34.11764705882353,2.0
Bellevue Hospital Center,https://www.yelp.com/biz/nyc-health-hospitals-bellevue-new-york,NY,462 First Avenue,45,33,61,25,56,27,80,14,70,22,55,20,"Lets face it, hospitals are pretty negative...any laugh or smile can go a long way!SPLITThis hospital has free wi-fi so you'll end up with something to do and friends don't complain as much when they come to visit.SPLITIt's not exactly the land of fun and enjoyment.SPLITI regret taking my family member here it was a horrible, abusive experience.SPLITI've had cancer off and on for the past 20 years (since I was 11 years old) and have gone to several cancer specialty clinics in my life.SPLITWe had to visit 2x, both were horrific experiences although the 2nd visit was much worse due to a 3 hour wait.SPLIT392",41,0,0,0,0,31.53153153153153,2.2986111111111107
St John's Riverside Hospital,https://www.yelp.com/biz/st-johns-riverside-hospital-yonkers-2,NY,976 North Broadway,55,31,79,16,68,22,82,12,83,12,64,16,"From the check in to the triage area, the place was clean, set-up to the best it could be to feel more like a livingroom then a hospital, nice painting on the wall, reclining chairs to sit in if you didn't want to lay on hospital bed and the staff was all very friendly.SPLITIt's crazy I know, but it's all been made better because the people have been so cool.SPLITThe last MRI I had was at SLR and when I had a hard time to get into the machine the tech turned to me and said ""if you can't get into the machine you need to tell me now as I have a bunch of people waiting""  nice really nice.SPLITI was treated by them and went home feeling weak but I would have rather ridden out this GI bug at home than to have been miserable in that bed with no help to the bathroom and the dirty conditions of puke on the floor, and to top it off, the actual attitude I was met by from Joanna.SPLITThen I sat in the hallway for FIVE HOURS while I waited for someone to tell me what the hell was wrong with my foot, with the entire staff ignoring me.SPLITPathetic, sad & thoughtless.SPLIT373",45,0,0,0,0,23.46938775510204,2.1818181818181817
Claxton-Hepburn Medical Center,https://www.yelp.com/biz/claxton-hepburn-medical-center-ogdensburg,NY,214 King Street,51,35,73,16,73,19,81,14,81,15,66,17,"It is small and inadequate at this time, but that didn't take away from the most important thing- the best care ever!SPLITI'll never forget  my room had an impressive view on the river, at night it was  so beautiful !SPLITWe were dreading a 5 hour wait, but we got in and out in less than an hour with (mostly) friendly service... and free apples!SPLITThat's the kind of service you get when you are sick and tired after waiting several hours for not understanding the mumble of a stupid employee.SPLITThen, to add insult to injury (literally, I suppose), she kept running me into stuff--doors, corners, and at one point she tried to take a shortcut THROUGH someone else's recovery area and actually ran me into another post-surgery patient who was lying in bed there.SPLITThe emergency room is terrible though, nurses in there were extremely rude to me when I went in during my pregnancy.SPLIT718",64,0,0,0,0,25.688073394495415,2.0
Nyu Langone Hospitals,https://www.yelp.com/biz/nyu-langone-health-tisch-hospital-new-york,NY,550 First Avenue,44,35,66,24,65,25,78,17,79,16,61,19,Oh _I already SUED and WON.SPLITOkay not one goes to the hospital because they are feeling well.SPLITSPLITOne of the worst experiences of my life.SPLITThis hospital is in dire need of a remodeling and some TLC.SPLITAvoid at all cost.SPLIT61,10,0,0,0,0,36.36363636363637,2.923636363636364
Oswego Hospital,https://www.yelp.com/biz/oswego-health-oswego,NY,110 West Sixth Street,49,37,72,20,66,28,79,16,80,15,62,19,"On TOP of this, a homeless man peed in a seat by the door to which I see a security guard or something last name Cruz wipe the seat down with a bathing towel and telling people to then use that seat?SPLITSPLITSPLIT***
 
When my abdominal pain was hard to ignore in the middle of the night we panicked and drove to the nearest emergency room, which happened to be Wyckoff, a small hospital in Bushwick.SPLITI have survived cancer and had over 7 surgeries in just 6 years and this place is #1 in crappy service.SPLITOften the staff would leave the dirty sheets and tissues stained with excrements right in the middle of the room, in a wide-open red ""bio-hazard"" bin.SPLIT76",4,0,0,0,0,25.925925925925924,3.0
Erie County Medical Center,https://www.yelp.com/biz/erie-county-medical-center-buffalo,NY,462 Grider Street,58,30,63,23,65,24,77,17,79,16,61,19,"Like others, I have had nothing but terrible experiences with this joke of a hospital.SPLITShe was always there to help and became a friend to me rather than a nurse.SPLITThankfully, one of them sounded just like this particular blockhead that I was speaking to in person.SPLITThey are the absolute worst!SPLITOne bad thing they should work on in this hospital is the billing department.SPLITThe doctors are unprofessional.SPLIT114",9,0,0,0,0,40.625,2.0
Wyckoff Heights Medical Center,https://www.yelp.com/biz/wyckoff-heights-medical-center-brooklyn,NY,374 Stockholm Street,50,33,63,27,43,32,68,21,65,23,50,19,"I was told to not go to the bathroom by myself, so I called the nurses station to have someone help me pee.. after waiting 30 minutes no one came to help so I went by myself.SPLITAfter a four hour wait we were told that there were no doctors who were able  to remove the splinter and he had to come back to  a CLINIC to see a hand surgeon on Monday!!!!SPLITThe ER needs to provide better customer service and needs to change managers, starting with Jacinth Green.SPLITBut the most annoying part of my recent visit as my mother lies in pain, is watching this guy flaunt back and forth in these ridiculous lights as if he was walking a runaway for Rupaul.SPLITIT IS SAD AND PATHETIC THAT THAY ARE ALLOWED TO REMAIN OPEN!!!SPLITI LIVE IN UPSTATE NY AND AN I AM SHOCKED THAT THE CITY OF NEW YORK ALLOWS THIS DISGUSTING, FILTHY, HOSPITAL AND ITS INCOMPETENT DOCTORS TO TREAT PATIENTS!!!!!SPLIT83",8,0,0,0,0,25.0,1.8074074074074076
Saratoga Hospital,https://www.yelp.com/biz/saratoga-hospital-saratoga-springs,NY,211 Church Street,55,31,77,16,72,22,81,14,83,15,64,17,"He treated my burning hand effectively and I felt relief when i took the medication he gave me.SPLITLess than a hand full are nice and well mannered employees!SPLITThe hospital rooms liked a little down, I mean are here because they're sick you can at least make the rooms a little cheerful I'm sure it will help the patients spirits.SPLITThis is the worse hospital ever my dad for 24hrs was  sitting in a room with nothing to eat of drink every time we went to ask @ the nurses station sense 9am yesterday they kept on saying the doctor was on his way 24hrs later still waiting on the doctor plz hospital only want to make money of the insurance they should shut this hospital down to doctors walked in the room & 1 cancer specialist told us he doesn't think my dad has cancer the house doctor for Christmas his hospital said he thinks my dad has cancer & they need to run some text & start medication this hospital only wants to make money not help peopleSPLITCame here again cause my cousin had a bike accident felt on his right ear really bad and we knew he had caught a infection came around 1am so he can get check in around 3:30 am so a nurse told him he had a bad infection already and had to come back the earliest in the morning at 8am to see the specialist he did and what so F crazy is by the afternoon around 6pm we try to check and see how everything went he was still waiting  we was so upset.SPLITDirty as hell.SPLIT233",24,0,0,0,0,29.411764705882355,2.75
Massena Memorial Hospital,https://www.yelp.com/biz/massena-memorial-hospital-massena,NY,1 Hospital Drive,57,32,73,19,67,23,79,13,80,17,59,24,"Okay, in all fairness, the help - when we finally got it - was nice.SPLITI had to sanitize my hand each time I touched something because the place look like it hadn't been cleaned in years.SPLITI was surely the lucky one this time.SPLITFirst of all, she had no clue as to how to deal with medical phobias which is inexcusable for a hospital employee, no matter how menial your job, or how limited your education may be.SPLITAside from the staff being extremely arrogant, and rude.SPLITMisdiagnosed me after a bad car accident.SPLIT224",21,0,0,0,0,22.82608695652174,4.0
Unity Hospital Of Rochester,https://www.yelp.com/biz/rochester-regional-hospital-at-unity-rochester,NY,1555 Long Pond Road,57,35,66,23,67,25,80,16,79,17,61,19,"Probably, I got lucky with nice and attentive personnel - the staff really did they best making their job out based on short supply as good as they can.SPLITI've come here several times so it's pretty safe to say that it's a pretty bad hospital.SPLITBeing insured is tough, although you might help your better experience by being cool about small things and polite to the staff.SPLITI still had pain a week later went to my primary doctor and to find out I was taking the wrong medicine for the wrong thing.SPLITIn 2007 my son had a terrible infection he was sick very bad and the staff that day saved his life.SPLITI went in today via ambulance with my parter who was having back pains shooting down his leg so bad he could not move.SPLIT351",23,0,0,0,0,22.916666666666664,3.4
Brooks Memorial Hospital,https://www.yelp.com/biz/brooks-memorial-hospital-dunkirk,NY,529 Central Avenue,55,36,79,16,62,28,75,17,76,19,56,19,"I appreciate everything that they did for my Dad, but sure wish they would invest some money into improving the facility and the equipment.SPLITIf you have the misfortune of being taken to this hospital you'd better hope luck is on your side because that is the only thing that is going to keep you alive.SPLITThe operator had me on hold for a total of an hour before giving up, I was switched from one a** to the next, luckily I have free minutes and can multitask.SPLITInstead you made me feel bad in losing my temper, made me almost fall and than a panic attack, all because of your ignorance.SPLITHorrible, Horrible, the ER is nasty you might catch AIDS or something nasty here.SPLITWORST HOSPITAL EVER

my boyfriend had such bad dehydration from food poisoning and they had him sitting in there for 3 hours only to say he didn't need anything and kicked him out.SPLIT814",72,0,0,0,0,28.46975088967972,3.6666666666666665
Queens Hospital Center,https://www.yelp.com/biz/nyc-health-hospitals-queens-jamaica,NY,82-68 164Th Street,61,24,79,16,58,23,81,14,76,17,59,18,"How would he be able to treat her to the best of his ability if he didn't bother to take a few moments to hear her out?SPLITThe staff are normally pretty good and my visit this time proved that they still have the heart needed in a caring environment.SPLITIt would be great if my current doctor could compare my previous results to my current results to ensure my health is ok.SPLITThese doctors told my mother that her sore throats were due to tonsillitis.... my mother doesn't have any tonsils, as they where removed when she was a child...


Wanna see the kinda shit that happens damn near all the time in th ER waiting room, besides the numerous gun shot victims and stab wound victims that come limping through there?SPLITFull disclosure: This review is part of my ""Crappy Medical Clinics and Doctors Tour"", where--after several hellish years of service from various places--I've finally had enough and have decided to start hitting every rotten, stinking place I've been to and alert the general public about the pathetic excuse for places they call clinics.SPLITSo then, after having been forced to wait FIVE EFFING HOURS to be blamed for having missed the doppler machine, I was then sent to ""Area B"" of Brookdale Hospital to wait for a bed, which was filled to the brim with every type of grave medical emergency you could imagine, many of them perps with full police escort in tow.SPLIT1086",112,0,0,0,0,26.558265582655828,1.9555555555555555
Brookdale Hospital Medical Center,https://www.yelp.com/biz/brookdale-hospital-medical-center-brooklyn-6,NY,1 Brookdale Plaza,52,28,63,23,47,24,76,16,68,20,56,18,,1,0,0,0,0,0.0,1.8392857142857144
